z,mu,sig
0.28746,40.5379,0.238886
0.28763,40.8753,0.227224
0.28806,40.7075,0.188011
0.28835,40.749,0.137848
0.28843,40.7458,0.165419
0.28882,40.9433,0.226038
0.2889,40.7428,0.228497
0.28896,40.6763,0.168052
0.28899,40.702,0.277224
0.28952,40.9765,0.256114
0.29001,40.7393,0.271437
0.28998,40.7298,0.234493
0.29036,40.7861,0.23085
0.29114,40.484,0.219145
0.29199,40.7606,0.177707
0.29186,40.7653,0.172199
0.29208,40.7505,0.483728
0.29208,40.4229,0.292471
0.29241,40.6378,0.228825
0.29246,40.6952,0.224836
0.2928,40.7458,0.174302
0.29291,40.8268,0.203556
0.29354,40.857,0.204834
0.29496,40.762,0.173778
0.29568,41.0209,0.307913
0.29576,40.9989,0.165779
0.29639,40.9938,0.366054
0.29683,40.6595,0.202621
0.29687,40.7505,0.210501
0.29842,41.2705,0.232731
0.29845,40.6539,0.272883
0.29888,40.9195,0.25505
0.29923,41.0113,0.341681
0.29947,41.0213,0.195981
0.29936,40.7335,0.186464
0.30007,40.9837,0.198158
0.30022,40.8795,0.247188
0.30078,41.1729,0.294726
0.3015,40.8585,0.191702
0.30141,41.1086,0.206046
0.30254,40.8894,0.22475
0.30296,40.8204,0.274703
0.30339,40.9204,0.142521
0.30354,41.0778,0.197526
0.30396,40.719,0.22209
0.30395,40.7052,0.182517
0.30478,41.0411,0.242802
0.30477,40.9018,0.140115
0.30519,40.5924,0.306711
0.30525,40.9054,0.133839
0.30551,41.0041,0.226225
0.30568,40.9451,0.165493
0.30641,40.8959,0.201565
0.30668,41.16,0.239095
0.30697,40.9573,0.150058
0.30805,41.2018,0.139651
0.30822,40.9533,0.254065
0.30881,40.9954,0.152417
0.30915,41.046,0.250639
0.3093,40.9757,0.270379
0.30939,41.0177,0.300429
0.30955,40.72,0.257177
0.31043,40.6197,0.336421
0.31053,40.9962,0.221391
0.31077,41.046,0.182638
0.31152,41.0123,0.141744
0.31185,41.0377,0.210925
0.31195,40.9503,0.160446
0.31252,40.9565,0.149709
0.31258,41.0352,0.279475
0.31259,40.6239,0.2062
0.31287,41.0195,0.203499
0.31294,41.0061,0.176794
0.31377,41.0228,0.214434
0.31444,41.1251,0.155711
0.31495,41.0194,0.227804
0.31509,40.8837,0.219964
0.31577,41.2033,0.233304
0.31582,40.933,0.227638
0.31613,41.1979,0.274091
0.31773,41.0738,0.195921
0.31795,41.0772,0.167213
0.31813,41.0199,0.153489
0.31839,41.3345,0.327925
0.31893,41.141,0.177674
0.31892,40.8941,0.203876
0.32089,41.2315,0.207296
0.32095,40.9546,0.156373
0.32108,41.1921,0.293444
0.32214,40.7271,0.199265
0.32214,40.8628,0.158186
0.32214,40.8774,0.138773
0.32265,40.9316,0.211904
0.32454,41.0699,0.126468
0.32535,41.2273,0.193265
0.3255,41.2625,0.255286
0.3257,41.1639,0.271274
0.32573,41.0478,0.141716
0.32622,41.0504,0.157201
0.32794,41.0002,0.171833
0.32829,41.3079,0.308428
0.32838,41.351,0.278699
0.32843,40.934,0.295651
0.3287,41.0716,0.150485
0.32859,41.1,0.144172
0.3286,40.9276,0.222195
0.3291,41.0566,0.165152
0.32931,41.4109,0.310571
0.32943,41.2391,0.162498
0.3296,41.1031,0.114803
0.32985,40.8444,0.209813
0.33055,41.2306,0.131607
0.33048,41.1674,0.214426
0.33052,41.1689,0.23109
0.3308,41.1586,0.239453
0.3308,40.996,0.212048
0.33094,41.0098,0.137116
0.33154,41.0301,0.218692
0.33137,41.2335,0.285481
0.33155,41.1012,0.166036
0.33179,41.0149,0.143999
0.3324,40.977,0.159233
0.3329,41.3299,0.201675
0.33353,41.0025,0.141896
0.33353,41.0366,0.176123
0.33439,41.1204,0.23572
0.3349,41.0251,0.171864
0.33513,41.0242,0.177927
0.33663,41.0367,0.18424
0.33752,41.1678,0.278653
0.33739,41.0098,0.23724
0.33753,41.1477,0.176101
0.3378,41.1537,0.233862
0.33825,41.145,0.211242
0.33851,41.1131,0.200412
0.339,41.0555,0.356511
0.34051,41.1737,0.192422
0.3409,41.0587,0.1943
0.34101,41.0641,0.255103
0.34176,41.2122,0.321008
0.34448,41.3081,0.152468
0.3445,41.2914,0.299203
0.34479,41.2333,0.171671
0.34547,41.2033,0.23021
0.34594,41.3318,0.136683
0.34686,41.4163,0.370346
0.34704,41.1174,0.244272
0.34872,41.3721,0.218415
0.34899,41.2499,0.158604
0.34918,41.282,0.206036
0.3492,41.1406,0.157954
0.34946,41.2033,0.168604
0.34957,41.005,0.226318
0.34956,41.3756,0.171432
0.34952,41.1526,0.205831
0.34957,41.4873,0.287684
0.35017,41.1867,0.147015
0.35066,41.2342,0.163121
0.35087,41.2532,0.161378
0.35157,41.4798,0.209505
0.35156,41.3343,0.138963
0.35361,41.3657,0.191944
0.35527,41.4647,0.223042
0.35767,41.3574,0.291964
0.35791,41.3539,0.215252
0.35833,41.2423,0.215992
0.35858,41.1484,0.288995
0.35901,41.1532,0.305677
0.35897,41.4429,0.171109
0.35949,41.4213,0.15447
0.36005,41.187,0.191161
0.36023,41.0791,0.230289
0.36081,41.4328,0.197529
0.36138,41.1159,0.288022
0.36272,41.2452,0.209997
0.36326,41.364,0.215101
0.36491,41.4626,0.291566
0.36613,41.136,0.226225
0.36648,41.2327,0.155657
0.36705,41.2088,0.151911
0.3678,41.2627,0.165575
0.36791,41.4699,0.158375
0.36844,41.5479,0.336428
0.36862,41.463,0.345551
0.36952,41.4498,0.244353
0.36977,41.2185,0.255045
0.37012,41.3794,0.188778
0.37059,41.3759,0.163241
0.37051,41.3833,0.160025
0.37046,41.6395,0.256631
0.37053,41.273,0.282407
0.37053,41.0698,0.135854
0.37087,41.4098,0.39052
0.37143,41.334,0.168104
0.3716,41.3842,0.116639
0.3715,41.4289,0.165418
0.37351,41.3114,0.133039
0.37426,41.4722,0.234786
0.37678,41.4155,0.15471
0.37798,41.3598,0.223183
0.37859,41.4271,0.182401
0.37986,41.2959,0.219919
0.37989,41.4154,0.163795
0.38052,41.4614,0.188044
0.38083,41.4511,0.201434
0.38131,41.4549,0.20413
0.3816,41.6775,0.218983
0.38174,41.5615,0.198898
0.3825,41.3726,0.265174
0.38284,41.3678,0.206585
0.38394,41.5182,0.20184
0.38594,41.5217,0.152114
0.38677,41.3791,0.270807
0.38735,41.5567,0.273474
0.38772,41.6302,0.283892
0.38886,41.383,0.199578
0.38951,41.544,0.192176
0.39262,41.4742,0.237288
0.39512,41.4677,0.203648
0.39698,41.259,0.168535
0.39946,41.7119,0.28782
0.40048,41.4918,0.158339
0.40212,41.4795,0.199524
0.40286,41.5478,0.290402
0.40361,41.616,0.213828
0.40454,41.6747,0.166047
0.40472,41.3373,0.202033
0.40547,41.7807,0.135518
0.40648,41.6914,0.168815
0.409,41.7002,0.240024
0.40911,41.7405,0.363654
0.40927,41.7061,0.274957
0.40947,41.6784,0.172193
0.40995,41.6836,0.279968
0.41114,41.662,0.318089
0.41131,41.8335,0.242677
0.41152,41.8131,0.149106
0.41258,41.7893,0.330128
0.41664,41.7295,0.149208
0.41864,41.6174,0.202099
0.41927,41.6863,0.192599
0.41931,41.4604,0.22264
0.41962,41.8662,0.224621
0.41956,41.7981,0.235757
0.41997,41.4394,0.294415
0.42027,41.8343,0.344188
0.4209,41.6178,0.17643
0.42085,41.728,0.250117
0.42199,41.5336,0.270821
0.42245,41.6483,0.231707
0.42242,41.6796,0.275449
0.42355,41.5955,0.186465
0.42349,41.8403,0.400817
0.42392,41.7264,0.13417
0.42451,41.7483,0.195831
0.42562,41.7039,0.195468
0.42594,41.7517,0.175449
0.42689,41.813,0.229539
0.42694,41.8348,0.198324
0.42784,42.2757,0.23861
0.42865,41.8825,0.403543
0.42888,41.6443,0.193398
0.42895,41.8266,0.250757
0.42967,41.9219,0.19807
0.43013,41.8354,0.165783
0.43487,41.7828,0.183674
0.43544,41.5839,0.13365
0.43673,42.0051,0.1818
0.43765,41.6253,0.16614
0.43774,41.882,0.356877
0.43883,41.4679,0.211194
0.43883,41.6682,0.279961
0.43926,41.8262,0.202784
0.44004,42.1401,0.441915
0.44059,41.6364,0.160177
0.44154,41.6823,0.183572
0.44246,41.8523,0.172891
0.44254,41.9039,0.139699
0.44368,41.793,0.182219
0.44384,41.8069,0.290347
0.44756,41.8552,0.223954
0.4489,41.8853,0.221814
0.44896,41.9875,0.215648
0.4506,41.6446,0.157686
0.451,41.9281,0.213431
0.45169,41.5892,0.225346
0.45169,41.9923,0.154715
0.45155,41.7162,0.305385
0.45223,41.9959,0.320076
0.45333,41.7953,0.207786
0.45347,41.8863,0.14411
0.45463,41.7873,0.209236
0.45478,41.8839,0.284149
0.45878,41.9679,0.252185
0.46055,42.0021,0.190943
0.46098,42.0162,0.230251
0.46156,41.9839,0.138441
0.46641,42.3424,0.396492
0.4666,42.048,0.135922
0.4684,41.9733,0.206146
0.4688,41.7631,0.234035
0.47039,42.2151,0.404516
0.47057,42.0135,0.180637
0.4717,41.9798,0.210913
0.47196,42.0374,0.25691
0.47572,41.938,0.177112
0.47793,42.2269,0.228278
0.47943,41.8695,0.203883
0.47948,42.0107,0.198987
0.4798,41.8956,0.237796
0.48056,42.0041,0.160362
0.48071,41.9748,0.139221
0.48171,42.3055,0.210887
0.48881,42.0842,0.199732
0.49246,42.2783,0.335403
0.49501,42.0821,0.165011
0.4956,42.1453,0.120919
0.49572,42.0817,0.153945
0.49737,42.1268,0.225856
0.50073,42.257,0.253816
0.5009,42.1165,0.283133
0.50276,42.161,0.218549
0.50276,42.0703,0.312874
0.503,42.1484,0.311282
0.50309,42.1444,0.228687
0.50598,42.079,0.166703
0.50617,42.1043,0.151709
0.50716,42.2358,0.180974
0.50737,42.2419,0.288822
0.50817,42.0193,0.184312
0.51006,42.0945,0.144405
0.51087,42.0583,0.239085
0.51175,42.3885,0.227281
0.5138,42.2567,0.35966
0.51435,42.2259,0.196162
0.51475,42.3259,0.402924
0.51718,42.0932,0.190441
0.51876,42.1949,0.250421
0.51879,42.1824,0.209558
0.51943,42.2438,0.315111
0.5196,42.2905,0.196455
0.52277,42.3496,0.273927
0.52393,42.1774,0.369236
0.52613,42.1702,0.223271
0.52851,42.0855,0.188829
0.52939,42.2913,0.141023
0.53091,41.8802,0.23431
0.53105,42.5109,0.289268
0.53117,42.5253,0.38093
0.53226,41.9821,0.221979
0.53277,42.2472,0.294354
0.53377,42.1649,0.273819
0.53433,42.1433,0.225295
0.53532,42.3205,0.204703
0.53578,42.2134,0.209507
0.53944,42.3338,0.244476
0.54089,42.2791,0.233447
0.54154,42.53,0.24247
0.5454,42.5633,0.191404
0.54832,42.0235,0.363222
0.54886,42.1695,0.378555
0.55011,42.3253,0.19588
0.55031,42.3728,0.208456
0.55048,42.4104,0.376261
0.5526,42.1938,0.244151
0.5538,42.49,0.207133
0.55389,42.0827,0.177409
0.55775,42.4389,0.195189
0.55875,42.7331,0.3833
0.55875,42.2975,0.356215
0.56174,42.2937,0.227829
0.56263,42.6016,0.265242
0.56276,42.4296,0.234712
0.56441,42.3928,0.221111
0.5643,42.4881,0.207587
0.56431,42.3969,0.296515
0.56475,42.4873,0.19275
0.56883,42.2407,0.262337
0.57535,42.1912,0.452867
0.57583,42.5915,0.213158
0.57609,42.4887,0.202103
0.57661,42.4263,0.166843
0.57741,42.645,0.290949
0.57829,42.4174,0.24485
0.57823,42.4512,0.241176
0.57875,42.4272,0.214391
0.57884,42.5317,0.231686
0.57959,42.3923,0.23116
0.5806,42.573,0.262496
0.58073,42.7061,0.239821
0.58294,42.5408,0.168029
0.58328,42.7974,0.186201
0.58375,42.4765,0.198486
0.58375,42.6489,0.184752
0.58382,42.4199,0.199369
0.58575,42.707,0.37297
0.58728,42.6241,0.203038
0.58873,42.5021,0.220032
0.59028,42.5156,0.248253
0.59184,42.4508,0.255828
0.6006,42.6116,0.278838
0.60149,42.7562,0.394779
0.60327,42.7503,0.2001
0.6062,42.6158,0.275076
0.60826,42.5904,0.228388
0.6088,42.4282,0.350327
0.60873,42.6179,0.230751
0.60987,42.6876,0.321483
0.61064,42.6686,0.184238
0.61125,42.9049,0.247686
0.61171,42.701,0.16444
0.61571,42.7085,0.347272
0.61869,42.7164,0.388756
0.61942,42.6948,0.2753
0.61988,42.7557,0.154862
0.62063,42.6988,0.268136
0.62188,42.5894,0.275623
0.62523,42.6577,0.215148
0.62723,42.585,0.244041
0.63071,42.6632,0.202856
0.63189,42.3111,0.32695
0.63223,42.8493,0.323662
0.63392,42.5972,0.147609
0.63771,42.5298,0.442879
0.63787,42.8637,0.31082
0.63823,42.6594,0.367516
0.63866,42.7804,0.261646
0.63936,42.79,0.171844
0.6419,42.8476,0.256941
0.64305,42.3609,0.407842
0.64364,42.7992,0.309841
0.64363,42.8034,0.316528
0.64763,42.819,0.288435
0.64846,43.0397,0.272369
0.64863,42.7335,0.310678
0.64964,42.7805,0.149571
0.66207,42.9793,0.279772
0.66463,42.8698,0.233989
0.67065,43.0677,0.274795
0.67767,43.2251,0.311797
0.68195,42.8376,0.239367
0.68365,43.1716,0.407734
0.68517,43.0166,0.366173
0.68867,42.8137,0.226508
0.68937,42.8535,0.15677
0.68937,43.0444,0.271991
0.69065,42.9143,0.425857
0.69316,42.9162,0.318024
0.69716,42.9692,0.212738
0.69816,42.9671,0.342807
0.69916,42.9402,0.338462
0.69916,43.0691,0.215345
0.69933,43.1107,0.155898
0.69997,43.1147,0.29538
0.70064,42.917,0.223194
0.70115,43.0968,0.261582
0.70197,42.8962,0.462713
0.70198,43.0433,0.252753
0.71565,42.9944,0.245932
0.71867,42.8739,0.18843
0.71962,43.1638,0.204549
0.71964,42.97,0.342226
0.72013,43.1612,0.243162
0.72067,43.0459,0.305174
0.72667,43.0811,0.248363
0.72767,43.008,0.257091
0.72861,43.005,0.283498
0.73012,42.9186,0.321961
0.73163,43.1799,0.196424
0.73362,42.9845,0.195902
0.734,43.22,0.388289
0.73501,43.2537,0.224615
0.73562,43.1807,0.25711
0.73602,43.1675,0.425639
0.73668,42.992,0.21489
0.74202,43.4813,0.32514
0.74269,43.0825,0.327179
0.74566,43.1675,0.195179
0.74613,42.9817,0.25474
0.7491,42.9396,0.262488
0.74932,43.1772,0.163225
0.75068,42.9012,0.318716
0.75904,43.2469,0.233153
0.76069,43.0667,0.201161
0.76108,43.1767,0.236628
0.76159,43.131,0.239872
0.7656,43.2369,0.225434
0.7666,43.4224,0.250162
0.76668,43.3623,0.27025
0.76707,43.5587,0.25715
0.7686,43.2929,0.311675
0.76933,43.2168,0.162741
0.77308,43.3568,0.295081
0.77931,43.0395,0.311092
0.78806,43.3042,0.232049
0.78905,43.3837,0.271177
0.78929,43.1995,0.165559
0.79656,42.9026,0.372096
0.79858,43.4338,0.288144
0.83973,43.36,0.211845
0.83973,43.2012,0.390423
0.85474,43.6168,0.299913
0.93577,43.5331,0.239939
0.97424,44.1111,0.201519
1.01236,44.1177,0.367085
1.0198,44.2757,0.225903
1.02081,43.9706,0.47547
1.02781,44.5364,0.353385
1.04819,44.4229,0.488758
1.12085,44.4405,0.22363
1.23223,44.3207,0.610496
1.23589,44.905,0.273735
1.29912,44.8641,0.275291
1.30412,44.7206,0.316517
1.30612,45.0197,0.445162
1.31311,44.7867,0.316349
1.32911,44.8745,0.238344
1.34093,44.7541,0.306395
1.35134,44.5492,0.31846
1.3561,44.8094,0.238282
1.39096,44.7944,0.374345
1.41631,44.4579,0.735776
1.54295,45.0902,0.371014
1.54903,45.293,0.233771
1.61499,45.1595,0.333024
1.69702,45.2863,0.38048
1.80111,45.4865,0.281981
1.9116,45.4233,0.358642
2.2613,46.1828,0.281309
