z,mu,sig
0.3378,41.1826,0.24081023649338495
0.33784,41.3674,0.1798413214475472
0.33802,41.20249,0.11195557199175037
0.33811,42.34314,197.6117074104723
0.33828,41.29239,0.14518165311085282
0.33846,40.87733,0.2297873547434671
0.33899,41.12532,0.26514875070420374
0.3392,41.41143,0.22932149921016998
0.34037,41.1496,0.2050261690614152
0.34105,41.64473,0.3018702462979749
0.34157,41.11123,0.3348709723162042
0.34175,41.28327,0.27115783226748214
0.3418,41.15902,0.15235030554613274
0.34224,41.47595,0.19181637677737529
0.34273,40.60507,338.1610056120688
0.34291,40.95115,0.40785701281208836
0.34304,41.62383,0.23841957994258778
0.34305,41.40908,0.3742328982064511
0.34307,41.44534,0.1340343049372063
0.34313,41.38335,0.13746195837394434
0.34316,42.74336,224.71181003549327
0.34387,41.34527,0.19818118200273202
0.34392,41.24242,0.15176067507757074
0.3441,42.49381,283.2525268451494
0.34417,41.33949,0.11782134950848254
0.34436,41.09129,0.1836706835616397
0.34451,41.44891,0.18060958584748485
0.34459,41.26558,0.13414178916355637
0.34472,42.25376,7.07151956202484
0.34478,41.25878,0.10870183991083131
0.34548,41.36581,0.1138033518838527
0.3455,41.26919,0.11705218537045772
0.34565,41.30887,0.1277417116685071
0.34578,41.29105,0.14781753752515295
0.34579,41.43032,0.25282830616843516
0.34601,41.29064,0.15432427417616454
0.34689,41.09872,0.13478367260169163
0.34721,41.13422,0.15002583144245527
0.34721,42.87201,218.23228556749893
0.34776,41.64355,0.22302153169593292
0.34799,41.51216,0.21375157566670708
0.3481,41.72694,0.28114359765073793
0.34814,41.16477,0.18359315373945728
0.34832,42.90996,218.43520092253357
0.34886,41.22103,0.12094168016031528
0.34918,41.38191,0.15634934889535038
0.35016,41.3179,0.10986250679827034
0.35021,41.25782,0.2832469240786209
0.35023,41.3175,0.11251320855792887
0.35039,41.25919,0.18164601867368305
0.35071,41.26951,0.15860717165374333
0.35129,41.47435,0.14869408327166217
0.35159,41.29629,0.1974068023144086
0.35177,41.25662,0.12483430658276594
0.35211,41.15259,0.1234281313153529
0.35267,42.02292,32.618463011129144
0.35284,41.51424,0.2066170711727373
0.35299,41.39783,0.14490396164356584
0.35329,41.53772,0.14516190409332605
0.35433,41.10221,0.11287597662921903
0.35469,41.30599,0.24093551087376058
0.35484,41.5652,0.13126062661742857
0.35561,41.29741,0.13849839024335264
0.35631,41.30196,0.11735874743707858
0.35667,41.3561,0.13147042405043047
0.35723,41.28873,0.2032577892726377
0.35763,41.88096,0.276850139967456
0.35791,41.40865,0.17576587154507556
0.35831,41.59729,0.1208878505061613
0.35843,41.54725,0.14094088299709207
0.35921,41.38866,0.15431206206904244
0.35942,42.35098,164.6259038439103
0.35948,41.52797,0.10918200446960112
0.35948,41.45362,0.10836061138624126
0.36002,41.56068,0.14939274446906717
0.36021,41.60278,0.2987035602399141
0.36021,42.56591,232.3702010399475
0.36025,42.08385,0.3395307497120106
0.36027,41.34945,0.1474957182429375
0.36044,41.42073,0.2127890196885168
0.36048,41.30285,0.17977912587394565
0.36087,41.2245,0.16566720134051882
0.36101,41.55955,0.3361021256999128
0.36115,41.55013,0.1944608814132035
0.36131,41.43008,0.17635917923374445
0.3616,41.50152,0.25082807358826487
0.36161,41.28252,0.2052881450547011
0.36176,41.48715,0.1294792940975506
0.36271,40.9642,0.1582368996157344
0.36326,41.35083,0.18757729313538993
0.3639,41.52774,0.1727123689838108
0.36444,41.57902,0.13136768095692333
0.3646,41.232,0.17469420253689016
0.36463,41.30831,0.2282249995070654
0.36538,42.59691,138.52003728464703
0.3654,41.48489,0.22613630049153982
0.36549,41.40332,0.11226915159561864
0.36571,41.38879,0.3059281098558941
0.36604,41.23154,0.18565377884654005
0.36606,41.57625,0.14382372161781937
0.36656,41.3954,0.13767549382515396
0.36672,41.48063,0.13959494295997976
0.36704,41.25502,0.09946049668084309
0.36705,41.49526,0.12050499118293814
0.36711,41.41436,0.11698452931905141
0.36774,41.11399,0.1192100146799756
0.36795,41.44872,0.12021714727941267
0.36798,41.50983,0.15684594352421105
0.36798,41.40591,0.1517894607672087
0.36834,41.27058,0.1333916039336809
0.36843,41.64184,0.18044040567456057
0.36862,41.5655,0.27333895166990013
0.36966,41.37922,0.30522355102449095
0.37043,41.29234,0.14916000670421012
0.37044,41.56655,0.16775873300666047
0.37136,41.43197,0.14163512593986
0.37143,41.41159,0.1450726814393392
0.37176,41.39942,0.15322677181223912
0.37178,41.45703,0.2591393449478485
0.37202,41.67956,0.16553700764481638
0.37228,41.39484,0.19265297013023183
0.37298,41.46099,0.12667674174843618
0.37567,41.36417,0.17392521381329387
0.37678,41.46815,0.13543575635702707
0.37719,41.42987,0.14791161178217213
0.37769,42.15081,1.265758471273252
0.37797,41.47658,0.16728138599377998
0.37813,41.30302,0.21380668464760405
0.3789,41.47386,0.1494335290354879
0.37937,41.65466,0.1786671609445899
0.37942,41.57089,0.12805148534866748
0.38131,41.52151,0.20703725365257336
0.38137,41.50847,0.195789321465702
0.38185,41.63203,0.1576782245587513
0.38247,41.42685,0.15171019214278256
0.38251,41.39445,0.23584813779209704
0.38274,41.77392,0.25055263419090207
0.38283,41.44162,0.16294480660640892
0.38323,41.3791,0.17536487675700627
0.38328,41.50629,0.13166837129698233
0.38337,41.6293,0.271387697584102
0.38353,41.49537,0.24900018253005354
0.38373,41.23591,262.77850425212887
0.38393,41.46707,0.18644460195993875
0.384,41.77543,0.2778799661724465
0.38495,41.04571,0.2216511619640195
0.3862,41.59525,0.16903404065453795
0.38676,41.6411,0.17450108194506989
0.38683,41.60627,0.13624345452167602
0.38732,41.67321,0.26525310196112695
0.38748,41.3551,0.19071009831679075
0.38809,41.8912,0.27709554958533705
0.38884,41.61793,0.15312989779922143
0.38889,41.585,0.1361696794444343
0.38948,41.14367,0.22376667066388595
0.39044,41.64288,0.19757062661235855
0.39136,41.57298,0.15836126073001566
0.39146,41.58434,150.61510617890394
0.39186,41.61736,0.195404279635836
0.39189,41.95625,0.25993404336485054
0.39201,41.5727,0.32217667575415826
0.39216,41.67219,0.1469073888543391
0.39282,41.54316,0.41065160769197045
0.39298,41.61587,0.1416992734632045
0.39362,41.6875,0.3147420251571118
0.39365,42.25254,0.3286057195180875
0.39436,41.55427,0.18698216385527255
0.39494,41.74977,0.1702044053483928
0.39496,40.94218,0.23834009838883594
0.39512,41.69227,0.1518967771218336
0.39521,41.14772,5.763576419862931
0.39764,41.37364,0.2527575320341612
0.39821,41.83358,0.17428817544515174
0.39827,41.80643,0.30118477733776655
0.39835,41.44377,0.2525447764258846
0.39876,41.94071,0.2771379122386542
0.39932,41.77158,0.23563534030361408
0.40031,41.51903,0.18104243259523445
0.40109,42.44441,279.38870629436843
0.40188,41.57734,0.18341143612108818
0.40194,41.59565,0.14676472873275787
0.40228,41.50684,0.23760804721221038
0.40349,42.11665,0.34666140540879364
0.4036,41.73836,0.1585834244175601
0.40361,41.68997,0.16910601438151157
0.40457,41.50941,266.17431133091736
0.40467,41.66284,183.6521263247363
0.40476,41.65098,0.14571700964540826
0.40512,41.74579,0.14162564209916223
0.40538,41.53219,0.12374259412183017
0.40572,41.79768,0.21881241943728877
0.40597,41.82821,0.1570116951058105
0.40626,41.74051,0.1953285757384208
0.40644,42.13934,0.4846613782838488
0.40647,41.79909,0.15447615511786925
0.40684,41.88516,0.2108813555058863
0.40697,42.23683,0.24702214657799412
0.40746,41.71383,0.25961362464246746
0.40841,41.73184,0.1678485475063755
0.40897,41.71107,0.124268302072572
0.409,41.75601,0.21120784928595815
0.40911,41.94595,0.22749641513659066
0.40925,41.56159,0.18231502516249176
0.41066,42.20685,0.28328434760854687
