H0,Omega_m,M
72.20603868723819,0.35749044332401925,-0.017084206542939014
73.7507543063264,0.3332739731693493,0.02063096598589302
69.32173225499999,0.36457222166493536,-0.10443230183140866
72.20773601524364,0.3726325784727114,-0.010890583726389874
73.57493025743827,0.3563906926224357,0.014036377641432052
73.39043660883733,0.3335139633674081,0.010673814851428126
70.215495731075,0.3489940482732607,-0.08433198897741853
75.93783251201373,0.34022048368955493,0.09027524411822366
69.1408157592388,0.35196706104654846,-0.11518288868757592
72.22386490489116,0.34853690630104533,-0.014490273155651663
72.93040136327578,0.36106513883105984,0.011440118484208298
76.5022753425151,0.3661979846555013,0.10759585552827808
72.32465613481806,0.33615562346900546,-0.019034172284508356
71.65656288899247,0.351137654250256,-0.0233558166171762
73.67877393054484,0.36091337344398416,0.03284579429647729
75.79107176043874,0.3370282306765497,0.08506182682356975
71.47085029525469,0.38449670187847435,-0.02528602214994645
68.60055113587275,0.3961664162703402,-0.11103551267393355
73.59226934242997,0.37812780353425673,0.03616390135743999
76.87345010068057,0.3400959654027471,0.12040068861187472
71.88969342441231,0.3734678907882784,-0.01839206603557528
71.55723415531912,0.35197692655301194,-0.03922519227523438
73.20467674108028,0.366444227042152,0.01082805467061733
70.66344221981808,0.329409107018564,-0.07462782357592987
69.99628167268773,0.3521924032549813,-0.07455745458200327
72.53899344174987,0.3714725103633942,0.0038332274564341524
73.09000060996023,0.3661354014733267,0.014612928117552184
75.40201126608578,0.3993370009338279,0.08538054464099205
71.98775763400253,0.3734531173889329,-0.012331656296252456
78.31036533172974,0.34214950053980003,0.15700683044254854
73.9582015667391,0.36416179739714555,0.04494891826370338
72.94342351209148,0.35730571069085554,0.010725304997580135
72.66518854419357,0.34995714111415294,0.00791701302879478
72.82045720300503,0.3579510187146875,-0.002858131224978154
74.23203409775785,0.342945568640883,0.04815575576858247
75.77667940343535,0.33739758152959176,0.08569091697401984
76.78915651283744,0.37298961064916586,0.11647148540879043
75.64466024095742,0.3777162593101299,0.08294222966437582
71.36266515083462,0.35538976755656065,-0.03834269370021888
70.35329238302398,0.3447120466673527,-0.06875655366894907
69.47186671996468,0.3446293783692352,-0.10126784108474576
68.37316861254916,0.3296235085088847,-0.14890065003660788
71.89608785593714,0.3519559401361349,-0.027824228453090183
72.38540934475202,0.33714013728591624,-0.019933980408984198
72.14357387568869,0.337518038945816,-0.021078242683171093
73.60210394206013,0.3480718101616538,0.02073384013157384
75.41946819584177,0.3518878669100157,0.07912303282382013
72.48656627750485,0.37166492226416803,-0.00923913880307961
71.80622120442924,0.3557838701141185,-0.030591495604041577
73.21836188804835,0.33119460159230607,0.00496804079577802
70.14450180818258,0.3604716950193064,-0.07953064315273706
72.25601364253953,0.3741655577405162,-0.008787703234619127
73.57493025743827,0.3563906926224357,0.014036377641432052
73.39043660883733,0.3335139633674081,0.010673814851428126
70.215495731075,0.3489940482732607,-0.08433198897741853
75.93783251201373,0.34022048368955493,0.09027524411822366
71.78461492470629,0.3473980578289471,-0.035266940293198296
72.22386490489116,0.34853690630104533,-0.014490273155651663
72.93040136327578,0.36106513883105984,0.011440118484208298
77.15407412003191,0.34656636097437504,0.12075625291713046
72.00841988213438,0.33349539943755674,-0.028537793657251877
71.65656288899247,0.351137654250256,-0.0233558166171762
73.83695928791373,0.3601992564659033,0.03715459739746644
74.99443110981932,0.3390901587561983,0.06113575167677246
72.75011372505175,0.3739832008835628,0.009210643899210835
70.4772604447105,0.3844986882364875,-0.05847580065220362
73.32439369250412,0.3723351587497277,0.026247958711450907
76.87345010068057,0.3400959654027471,0.12040068861187472
71.88969342441231,0.3734678907882784,-0.01839206603557528
70.75174627472849,0.34743822068133967,-0.06603952803304829
73.86930456566533,0.36006733858146944,0.030147411896248873
71.02036273550854,0.33175571906793877,-0.06338701793014209
70.19248186604811,0.352157524207579,-0.06897495072581505
70.58536618524523,0.35184678099825206,-0.06779365996583345
73.41529146730298,0.36244657586123125,0.02262871492975474
75.08259787660296,0.39439101605888216,0.07582500672552579
71.98775763400253,0.3734531173889329,-0.012331656296252456
76.27587026593898,0.34726244324695954,0.09898448393771588
73.92515879424995,0.363974820265144,0.04396832220558937
72.42949023664305,0.3630329295432685,-0.004202986280040573
72.66518854419357,0.34995714111415294,0.00791701302879478
72.73483709286073,0.3541871620767864,-0.005651579053318638
74.13910867229554,0.3459545137574944,0.045912806522722366
73.71607264922689,0.3426716666349267,0.028565284420610543
76.78915651283744,0.37298961064916586,0.11647148540879043
75.76758588821117,0.3667632204209074,0.08170698254714566
70.90314185956566,0.3596453551682995,-0.049690582506973335
70.39322126107386,0.3447157915689734,-0.06728378144903871
69.47186671996468,0.3446293783692352,-0.10126784108474576
72.37481753689676,0.3373447335335856,-0.026012155822863536
72.38765657146077,0.3553503951583788,-0.011499169463272556
72.11459933976592,0.34234105115323504,-0.021205397006100555
72.14357387568869,0.337518038945816,-0.021078242683171093
74.59689207045075,0.35526999315241325,0.04925170518379935
75.8407187005488,0.3511534216278834,0.09173490062151418
72.41084336859403,0.35505776379013204,-0.013820126848575344
71.83089989446711,0.355736819965563,-0.029876055668722465
72.76784903731718,0.3296433994109778,-0.009150673790451189
71.83329339563099,0.3636532223593631,-0.02971515076833897
72.25601364253953,0.3741655577405162,-0.008787703234619127
73.57493025743827,0.3563906926224357,0.014036377641432052
73.40186133117408,0.33493059901689226,0.010882040698263363
70.26466793878177,0.3478103616791769,-0.079615176476598
75.84338320805213,0.3402330536387114,0.0872341220845802
71.4353820567707,0.3389309774685613,-0.052089655550900796
72.22386490489116,0.34853690630104533,-0.014490273155651663
72.93040136327578,0.36106513883105984,0.011440118484208298
75.39606093669875,0.34683866661665413,0.0696727414140951
72.35394881900383,0.32849459448625545,-0.019084854002687085
71.65656288899247,0.351137654250256,-0.0233558166171762
71.01709187915466,0.3788683777553358,-0.04015271357318584
75.56050820347393,0.3328221745955312,0.07563580948419996
74.08175264380522,0.38432057186484864,0.051677541695806004
70.48643138226393,0.38430053204418996,-0.05828337569273987
73.32439369250412,0.3723351587497277,0.026247958711450907
76.87345010068057,0.3400959654027471,0.12040068861187472
71.9663782958019,0.37255399035262404,-0.016193872721446807
69.77934992577404,0.34779126869960136,-0.09548337286504617
74.37573813773959,0.36518340419146056,0.04496858303348818
71.13221635382732,0.3320857506010784,-0.0599312451259716
70.19248186604811,0.352157524207579,-0.06897495072581505
71.20761004547644,0.35476486260416107,-0.04974769548733013
73.16312111842547,0.3790255577201424,0.017651585742120196
74.6783465017473,0.3914984189681061,0.06372389757779673
71.57614700757107,0.3557115598614066,-0.03405487337908544
76.27587026593898,0.34726244324695954,0.09898448393771588
73.92515879424995,0.363974820265144,0.04396832220558937
72.42949023664305,0.3630329295432685,-0.004202986280040573
72.52657924031361,0.34953002568813235,0.0013402008811250823
72.68776363415091,0.3536666306501815,-0.006465846271125874
72.47837103472521,0.34668193752925364,-0.008974575985913683
73.71607264922689,0.3426716666349267,0.028565284420610543
76.78915651283744,0.37298961064916586,0.11647148540879043
75.76758588821117,0.3667632204209074,0.08170698254714566
71.06098359530498,0.3625711691349734,-0.04229270813857222
69.60407430530006,0.34397168286332147,-0.08935151613470475
68.67205658774498,0.3428741034039724,-0.12328238269913594
71.73221416967436,0.3470822421262453,-0.036351279416542696
72.38765657146077,0.3553503951583788,-0.011499169463272556
72.11459933976592,0.34234105115323504,-0.021205397006100555
72.14357387568869,0.337518038945816,-0.021078242683171093
76.9940240319323,0.35482858284345453,0.11783546074089314
75.78686900978556,0.3507435703514317,0.08995315660108162
72.41084336859403,0.35505776379013204,-0.013820126848575344
72.13033094078502,0.35620375234088125,-0.020329636915755855
72.76784903731718,0.3296433994109778,-0.009150673790451189
71.77582906392892,0.3661511014889336,-0.03213903036691322
72.25601364253953,0.3741655577405162,-0.008787703234619127
72.94415908177581,0.35496159133518995,-0.004164238798937223
73.38920235008473,0.33563232698493406,0.010897025419384341
70.6776534623275,0.35085626257289293,-0.06653395209837773
74.93952315876001,0.3385386336832454,0.05911962851308104
71.85520284908132,0.33232375335461667,-0.044086768942949425
72.24767760026351,0.34889576388284194,-0.013499045693389576
72.93040136327578,0.36106513883105984,0.011440118484208298
74.34989535026801,0.3559431323777594,0.04353217428307793
72.35394881900383,0.32849459448625545,-0.019084854002687085
71.73943373143427,0.3510423845851035,-0.02129421506615352
70.04055299779813,0.3919649867339037,-0.06501609816415012
75.56050820347393,0.3328221745955312,0.07563580948419996
74.94547495836153,0.3994470306712472,0.08553443549157774
70.48643138226393,0.38430053204418996,-0.05828337569273987
72.85799794847016,0.3805765469045794,0.015946928377631155
76.87345010068057,0.3400959654027471,0.12040068861187472
72.00977215070431,0.37084580502318304,-0.01596212001400572
69.30292718249818,0.3475571381654702,-0.11018930701795367
74.37573813773959,0.36518340419146056,0.04496858303348818
71.13221635382732,0.3320857506010784,-0.0599312451259716
70.15993168876618,0.352180988410453,-0.06997822460484288
71.58480786789409,0.3575468177064747,-0.03780003856304315
73.61836494041275,0.3889495472299253,0.031213118036252048
73.16306872858995,0.37446385265699705,0.0159417038711884
72.04212667756703,0.36060415716777167,-0.019343858691764915
74.86521914696472,0.3431344415169912,0.058107165962726234
74.67731071391907,0.37073599365141274,0.06973564003812432
72.5845305273625,0.35308342643541457,-0.00010551219036537655
72.18258641531772,0.3484700344906916,-0.01498176400013268
72.60306617588284,0.3576879556195086,-0.006921330665082468
72.47837103472521,0.34668193752925364,-0.008974575985913683
75.03472498697926,0.3376856216616626,0.0660116050542458
76.78915651283744,0.37298961064916586,0.11647148540879043
75.76758588821117,0.3667632204209074,0.08170698254714566
71.06098359530498,0.3625711691349734,-0.04229270813857222
70.50145564692444,0.35237675152294134,-0.062280240726340086
70.34708213929942,0.3428068778526275,-0.072856547557211
72.02141924133124,0.34536951552810785,-0.0272544817935396
72.33661870347584,0.3556367454692204,-0.012355164261607253
72.29518050696811,0.3468181517006988,-0.014122224280305413
73.21449337583486,0.33830390705863245,0.010273054942383439
76.9940240319323,0.35482858284345453,0.11783546074089314
75.78686900978556,0.3507435703514317,0.08995315660108162
72.41084336859403,0.35505776379013204,-0.013820126848575344
70.32833391104413,0.3567132522832735,-0.07151976978912995
72.76784903731718,0.3296433994109778,-0.009150673790451189
71.10521783052342,0.35519401851239685,-0.05125061965784111
72.23973105909404,0.3870423209783869,-0.005621182819651356
72.02393019878762,0.35868007287289816,-0.02279602272058141
73.083681874786,0.3384861139155135,0.004935533012259515
70.6776534623275,0.35085626257289293,-0.06653395209837773
74.93952315876001,0.3385386336832454,0.05911962851308104
71.92324067815215,0.3342603905215569,-0.03998382685208468
70.25809870091912,0.3565508567383137,-0.06717247485559498
72.90487908468353,0.3605790060472093,0.010501663528828031
74.34989535026801,0.3559431323777594,0.04353217428307793
72.313904820349,0.3283834499619841,-0.020045965597836148
71.73943373143427,0.3510423845851035,-0.02129421506615352
69.90785226016722,0.39424605445617567,-0.06701986706021527
75.56050820347393,0.3328221745955312,0.07563580948419996
74.94547495836153,0.3994470306712472,0.08553443549157774
70.48643138226393,0.38430053204418996,-0.05828337569273987
72.8896978940153,0.38342266957488425,0.018790522799028445
76.87345010068057,0.3400959654027471,0.12040068861187472
72.65107607993741,0.37869845169862515,0.0037313546201804826
67.26995696935474,0.35115896587010936,-0.17260752690340397
74.52029219638374,0.3673837119972542,0.04926085022803238
72.78381782401904,0.3456085931426768,-0.008820052233438916
70.86828460659272,0.3516703633399261,-0.04814510297748912
70.81834342812483,0.3559458800160259,-0.05977351679380513
72.87557444058969,0.3830740501974218,0.0008091891999275208
73.16306872858995,0.37446385265699705,0.0159417038711884
72.04212667756703,0.36060415716777167,-0.019343858691764915
74.39597571501798,0.3358528416720934,0.043872256840472384
74.67731071391907,0.37073599365141274,0.06973564003812432
72.5845305273625,0.35308342643541457,-0.00010551219036537655
72.18258641531772,0.3484700344906916,-0.01498176400013268
73.01490545726129,0.3569824341654133,0.004367592881046996
71.62006387051079,0.35152896916809295,-0.03262846861930267
75.09786535787069,0.3372902052159439,0.06773249572882871
76.78915651283744,0.37298961064916586,0.11647148540879043
